zooID	i	latit	longit	type	scinam	Nestbuilding 	Courtshipfeeding 	Incubation	FeedingOffspring 	Precocilaity 	family	order_	genus	brange_area	clutch_size	generation_length	territoriality	social_bond	migr_dist	lab_method	ep_offspring	wp_offspring	ep_broods	wp_broods	X	Y	rel_latitude	rel_distance	Realm	seasonality	n_epy	n_epb	prop_epb	prop_epo
8	475	47.533	12.933	1	picoides_tridactylus	NA	NA	NA	NA	NA	picidae	piciformes	picoides	NA	NA	NA	NA	NA	NA	0	3	52	3	23	1049043.242	5820986.311	-0.134301786	0.054835494	Palearctic	0.998865068	55	26	0.115384615	0.054545455
4	476	36.379	-121.567	1	pipilo_crissalis	NA	NA	NA	NA	NA	emberizidae	passeriformes	pipilo	3.34187E+11	4	4.3	2	2	216.596	1	21	60	13	18	-10510380.51	4598577.068	0.363987635	0.59800995	Nearctic	0.59376055	81	31	0.419354839	0.259259259
4	477	45.45	-122.716	1	pipilo_maculatus	NA	NA	NA	NA	NA	emberizidae	passeriformes	pipilo	3.63459E+12	4	4.1	1	2	895.565	1	151	424	80	148	-10089744.22	5603412.297	0.620736327	0.352126607	Nearctic	0.934535325	575	228	0.350877193	0.262608696
4	478	41.767	-79.933	1	piranga_olivacea	NA	NA	NA	NA	NA	cardinalidae	passeriformes	piranga	2.60668E+12	4	4.4	1	1	3804.36	1	9	45	5	12	-6718733.862	5206079.998	-0.039736756	0.239719157	Nearctic	1.084836483	54	17	0.294117647	0.166666667
7	479	23.65	107.067	1	prinia_flaviventris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	24	142	14	34	9723416.646	3063961.203	0.897176764	0.72244489	Oriental	0.517022431	166	48	0.291666667	0.144578313
5	480	-16.859	-56.542	1	platalea_ajaja	NA	NA	NA	NA	NA	threskiornithidae	pelecaniformes	platalea	7.94579E+12	3	7.2	0	1	2114.26	1	1	12	1	5	-5223649.565	-2203012.161	-0.122385676	0.762762763	Neotropical	0.236135557	13	6	0.166666667	0.076923077
5	481	1.542	-50.492	1	platalea_ajaja	NA	NA	NA	NA	NA	threskiornithidae	pelecaniformes	platalea	NA	NA	NA	NA	NA	NA	1	0	22	0	10	-4745900.49	203252.7958	-0.91903015	0.179179179	Neotropical	0.140447542	22	10	0	0
5	482	-32.483	-52.583	1	platalea_ajaja	NA	NA	NA	NA	NA	threskiornithidae	pelecaniformes	platalea	NA	NA	NA	NA	NA	NA	1	1	30	1	13	-4626676.711	-4142214.552	0.650134705	0.103103103	Neotropical	0.59920764	31	14	0.071428571	0.032258065
9	483	21.092	-77.292	1	platalea_ajaja	NA	NA	NA	NA	NA	threskiornithidae	pelecaniformes	platalea	NA	NA	NA	NA	NA	NA	1	7	55	7	17	-7069820.404	2742393.743	0.092487855	0.237237237	Panamanian	0.46618253	62	24	0.291666667	0.112903226
2	484	-38.092	144.219	1	platycercus_elegans	NA	NA	NA	NA	NA	psittacidae	psittaciformes	platycercus	7.45876E+11	5	6	0	2	267.363	1	0	185	0	42	12363838.59	-4794864.352	0.916064631	0.145854146	Australian	0.583592057	185	42	0	0
8	485	78.217	15.633	1	plectrophenax_nivalis	NA	NA	NA	NA	NA	emberizidae	passeriformes	plectrophenax	6.78901E+12	5	3.9	1	1	2166.49	1	41	339	19	72	919769.6277	8188165.825	0.840112956	0.024564995	Palearctic	1.812429309	380	91	0.208791209	0.107894737
1	486	-27.267	22.417	1	plocepasser_mahali	NA	NA	NA	NA	NA	passeridae	passeriformes	plocepasser	3.11525E+12	2	5.8	2	2	551.384	1	37	255	25	155	2012278.944	-3512030.37	0.66405168	0.777	Afrotropical	0.70009023	292	180	0.138888889	0.126712329
7	487	17.883	78.45	1	ploceus_philippinus	NA	NA	NA	NA	NA	ploceidae	passeriformes	ploceus	6.37381E+12	3	4	0	1	731.637	1	3	24	1	10	7231707.078	2334242	0.596000335	0.856007944	Oriental	0.614925623	27	11	0.090909091	0.111111111
4	488	71.299	-156.726	1	pluvialis_dominica	NA	NA	NA	NA	NA	charadriidae	charadriiformes	pluvialis	3.54639E+12	4	5.6	0	1	11134.1	1	10	121	6	31	-10167223.72	7825350.827	0.597167819	0.022155086	Nearctic	1.762918711	131	37	0.162162162	0.076335878
4	489	44.567	-76.324	1	parus_atricapillus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	61	387	26	47	-6310031.593	5509583.286	-0.253768672	0.13247012	Nearctic	1.196040392	448	73	0.356164384	0.136160714
4	490	44.567	-76.324	1	parus_atricapillus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	23	239	10	32	-6310031.593	5509583.286	-0.253768672	0.13247012	Nearctic	1.196040392	262	42	0.238095238	0.08778626
8	491	69.467	29.833	1	parus_cinctus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	34	169	11	16	1979954.937	7709226.204	0.779922318	0.067472306	Palearctic	1.581795573	203	27	0.407407407	0.167487685
4	492	50.684	-120.348	1	parus_gambeli	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	45	207	19	25	-9548931.211	6139490.186	0.424682919	0.79800995	Nearctic	1.230515838	252	44	0.431818182	0.178571429
8	493	40.023	122.944	1	parus_varius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	90	459	32	48	10434107.23	5012677.491	11.63996193	1	Palearctic	1.212286592	549	80	0.4	0.163934426
8	494	40.885	124.835	1	parus_varius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	13	111	NA	NA	10544900.42	5108673.991	13.14915438	1	Palearctic	1.199369192	124	NA	NA	0.10483871
8	495	40.454	123.89	1	parus_varius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	16	24	10489866.34	5060773.264	12.39609135	1	Palearctic	1.18085885	NA	40	0.4	NA
2	496	-15.561	128.15	1	poephila_acuticauda	NA	NA	NA	NA	NA	estrildidae	passeriformes	poephila	8.4959E+11	5	3	1	2	256.037	1	50	341	26	75	11869936.9	-2036051.068	-0.087868478	0.106425703	Australian	0.50612241	391	101	0.257425743	0.127877238
2	497	-31.151	149.358	0	pomatostomus_temporalis	NA	NA	NA	NA	NA	pomatostomidae	passeriformes	pomatostomus	3.792E+12	3	6.7	2	2	585.448	1	16	101	11	49	13213936.19	-3983251.727	0.580065935	0.734468938	Australian	0.31730023	117	60	0.183333333	0.136752137
5	498	-28.05	-64.25	1	poospiza_torquata	NA	NA	NA	NA	NA	emberizidae	passeriformes	poospiza	1.22109E+11	4	3.8	1	1	535.726	1	19	73	15	20	-5751576.971	-3607901.153	4.65186133	1	Neotropical	0.600348473	92	35	0.428571429	0.206521739
2	499	-45.184	167.268	1	porphyrio_hochstetteri	NA	NA	NA	NA	NA	rallidae	gruiformes	porphyrio	5961535218	2	9.8	1	2	13.0685	0	0	37	0	11	13775856.66	-5575244.722	0.822090299	0.454545455	Australian	0.681542397	37	11	0	0
2	500	-45.98	170.13	0	porphyrio_porphyrio	NA	NA	NA	NA	NA	rallidae	gruiformes	porphyrio	1.87793E+13	4	5.9	2	2	1952.14	0	0	74	0	12	13941042.09	-5659280.473	2.915584616	0.066600398	Australian	0.73030442	74	12	0	0
4	501	39.074	-76.546	1	progne_subis	67.5  	0.0  	0.0  	45.6  	0  	hirundinidae	passeriformes	progne	5.70626E+12	5	5.5	0	1	6864.72	0	44	146	18	37	-6529157.81	4906101.896	0.104904609	0.024975025	Nearctic	0.93143785	190	55	0.327272727	0.231578947
4	502	42.067	-80.247	1	progne_subis	NA	NA	NA	NA	NA	hirundinidae	passeriformes	progne	NA	NA	NA	NA	NA	NA	1	273	962	137	160	-6733605.273	5239019.074	0.267055995	0.000999001	Nearctic	1.041787386	1235	297	0.461279461	0.221052632
1	503	-33.983	18.967	1	promerops_cafer	NA	NA	NA	NA	NA	promeropidae	passeriformes	promerops	1.1486E+11	2	7.2	1	2	103.395	1	79	33	49	7	1658082.44	-4319482.252	0.55480874	0.413413413	Afrotropical	0.386972815	112	56	0.875	0.705357143
1	504	-33.589	20.582	1	promerops_cafer	NA	NA	NA	NA	NA	promeropidae	passeriformes	promerops	NA	NA	NA	NA	NA	NA	0	19	25	NA	NA	1802390.625	-4273103.802	0.349136976	0.825825826	Afrotropical	0.422690988	44	NA	NA	0.431818182
2	505	-36.368	174.832	1	prosthemadera_novaeseelandiae	NA	NA	NA	NA	NA	meliphagidae	passeriformes	prosthemadera	1.2565E+11	3	5.8	1	2	130.321	1	90	73	41	16	15116338.18	-4597307.642	-0.299504249	0.00605449	Australian	0.482233584	163	57	0.719298246	0.552147239
4	506	37.367	-77.377	1	protonotaria_citrea	NA	NA	NA	NA	NA	parulidae	passeriformes	protonotaria	2.17759E+12	5	4	1	1	1717.26	1	23	61	11	10	-6657655.024	4712131.189	0.224946973	0.010967099	Nearctic	0.798195601	84	21	0.523809524	0.273809524
8	507	42.777	1.13	0	prunella_collaris	0.0  	0.0  	0.0  	24.5  	0  	prunellidae	passeriformes	prunella	1.03315E+13	4	4.6	1	1	2549.23	0	0	110	0	38	94430.78937	5316579.18	0.199827336	0.11817279	Palearctic	0.928230166	110	38	0	0
8	508	46.2	7.633	0	prunella_collaris	NA	NA	NA	NA	NA	prunellidae	passeriformes	prunella	NA	NA	NA	NA	NA	NA	0	2	70	2	22	624590.1575	5682370.316	0.382586398	0.24428997	Palearctic	1.065647244	72	24	0.083333333	0.027777778
8	509	52.194	0.126	0	prunella_modularis	0.0  	0.0  	0.0  	52.0  	0  	prunellidae	passeriformes	prunella	6.76458E+12	5	4.6	2	1	1626.21	0	1	132	1	44	9885.403003	6287312.232	0.089861993	0.399399399	Palearctic	1.07855916	133	45	0.022222222	0.007518797
2	510	-45.87	170.5	0	prunella_modularis	NA	NA	NA	NA	NA	prunellidae	passeriformes	prunella	NA	NA	NA	NA	NA	NA	1	50	238	26	72	13981202.2	-5647713.31	-0.295915953	1	Australian	0.73030442	288	98	0.265306122	0.173611111
4	511	31.85	-109.25	1	psaltriparus_minimus	NA	NA	NA	NA	NA	aegithalidae	passeriformes	psaltriparus	2.69961E+12	6	3.6	0	2	514.758	0	0	59	0	10	-9638075.042	4066848.764	0.041644173	0.7	Nearctic	0.636347234	59	10	0	0
9	512	10.432	-84.004	1	psarocolius_montezuma	NA	NA	NA	NA	NA	icteridae	passeriformes	psarocolius	5.0036E+11	2	4.6	0	0	222.435	0	14	7	NA	NA	-7844784.154	1370577.734	-0.715114639	0.539078156	Panamanian	0.152259558	21	NA	NA	0.666666667
11	513	30.483	91.1	0	pseudopodoces_humilis	NA	NA	NA	NA	NA	paridae	passeriformes	pseudopodoces	2.32254E+12	5	5.2	1	2	379.489	1	8	1496	6	379	8081154.127	3903004.464	-0.490054277	0.658025922	Sino-Japanese	1.571651578	1504	385	0.015584416	0.005319149
8	514	34.233	102.333	0	pseudopodoces_humilis	NA	NA	NA	NA	NA	paridae	passeriformes	pseudopodoces	NA	NA	NA	NA	NA	NA	1	47	500	31	61	8935926.396	4348840.957	0.127291697	0.315054835	Palearctic	1.419813633	547	92	0.336956522	0.085923218
6	515	-20.324	57.543	0	psittacula_eques	NA	NA	NA	NA	NA	psittacidae	psittaciformes	psittacula	1015114123	3	7.5	0	2	0	1	3	67	3	13	5273839.219	-2645166.477	0.038854329	0.694388778	Oceania	0.274324417	70	16	0.1875	0.042857143
2	516	-43.1	147.25	1	puffinus_tenuirostris	0.0  	0.0  	53.9  	50.0  	0  	procellariidae	procellariiformes	puffinus	3.42936E+11	1	18.5	0	1	2833.65	0	9	74	9	74	12281930.12	-5351677.14	2.297672287	0.148484848	Australian	0.551362395	83	83	0.108433735	0.108433735
6	517	-74.307	164.934	1	pygoscelis_adeliae	0	0.0  	62.7  	50.0  	0  	spheniscidae	sphenisciformes	pygoscelis	1.2183E+11	2	12	0	2	1360.99	0	2	20	2	16	10279433.08	-7998515.179	0.776818074	0.060544904	Oceania	0.777426213	22	18	0.111111111	0.090909091
6	518	-62.998	-60.666	1	pygoscelis_antarcticus	NA	NA	NA	NA	NA	spheniscidae	sphenisciformes	pygoscelis	10172187732	2	9.9	0	2	1497.08	0	0	76	0	38	-4326390.38	-7240972.252	0.296546011	0.182092555	Oceania	0.777426213	76	38	0	0
6	519	-61.217	-55.35	1	pygoscelis_papua	NA	NA	NA	NA	NA	spheniscidae	sphenisciformes	pygoscelis	27044717769	2	7	0	2	1504.82	1	39	41	29	11	-4017715.747	-7097496.408	0.671724625	0.647058824	Oceania	0.777426213	80	40	0.725	0.4875
4	520	19.3	-98.243	1	pyrocephalus_rubinus	NA	NA	NA	NA	NA	tyrannidae	passeriformes	pyrocephalus	7.3745E+12	3	3.6	1	1	1809.48	1	6	33	3	13	-9026747.539	2515074.36	-0.002867973	0.496510469	Nearctic	0.694578588	39	16	0.1875	0.153846154
5	521	-3.653	-79.768	0	pyrrhura_orcesi	NA	NA	NA	NA	NA	psittacidae	psittaciformes	pyrrhura	750659965.3	5.5	6	0	2	18.5192	1	1	103	1	34	-7492652.276	-481344.8291	1.268098367	1	Neotropical	0.218081966	104	35	0.028571429	0.009615385
1	522	-21.083	31.917	1	quelea_quelea	NA	NA	NA	NA	NA	ploceidae	passeriformes	quelea	1.06832E+13	3	3.2	1	1	945.185	1	12	49	10	27	2919484.536	-2741256.109	0.271535249	0.629	Afrotropical	0.655400634	61	37	0.27027027	0.196721311
4	523	29.667	-95.333	1	quiscalus_mexicanus	NA	NA	NA	NA	NA	icteridae	passeriformes	quiscalus	5.13943E+12	3	5.6	0	1	621.982	1	44	76	NA	NA	-8483338.266	3804515.551	0.577550496	0.111782477	Nearctic	0.561877966	120	NA	NA	0.366666667
9	524	8.7	-83.2	1	ramphocelus_costaricensis	NA	NA	NA	NA	NA	thraupidae	passeriformes	ramphocelus	17947112848	2	3.7	1	2	41.1806	1	27	28	17	14	-7785429.668	1144187.018	-0.359338458	0.495991984	Panamanian	0.162550777	55	31	0.548387097	0.490909091
5	525	13.899	-60.908	1	ramphocinclus_brachyurus	NA	NA	NA	NA	NA	mimidae	passeriformes	ramphocinclus	1390622707	2	4.9	2	2	0	1	5	62	4	36	-5658635.411	1821343.016	-0.668898516	0.077534791	Neotropical	0.185823873	67	40	0.1	0.074626866
8	526	42.417	70.483	1	remiz_coronatus	NA	NA	NA	NA	NA	remizidae	passeriformes	remiz	2.68236E+12	6	3.7	1	1	1457.1	1	0	29	0	18	5902399.811	5277322.882	-0.231500263	0.69261477	Palearctic	1.225053549	29	18	0	0
8	527	47.933	17.717	1	remiz_pendulinus	61.9  	0.0  	27.9  	27.9  	0  	remizidae	passeriformes	remiz	5.88807E+12	6	3.7	1	0	1690.61	0	14	187	9	43	1433224.588	5862142.848	0.21730217	0.357	Palearctic	1.08009696	201	52	0.173076923	0.069651741
8	528	46.317	20.1	1	remiz_pendulinus	NA	NA	NA	NA	NA	remizidae	passeriformes	remiz	NA	NA	NA	NA	NA	NA	1	45	220	29	26	1643491.969	5694625.658	0.097819913	0.507	Palearctic	1.063409805	265	55	0.527272727	0.169811321
2	529	-35.45	149.283	1	rhipidura_albiscapa	NA	NA	NA	NA	NA	rhipiduridae	passeriformes	rhipidura	1.30716E+12	3	4.9	2	2	2500	1	27	22	16	9	12963471.51	-4490975.661	0.54894603	0.563126253	Australian	0.514187098	49	25	0.64	0.551020408
2	530	-22.131	166.664	0	rhynochetos_jubatus	NA	NA	NA	NA	NA	rhynochetidae	eurypygiformes	rhynochetos	3158934342	1	15	2	2	25.2824	1	0	47	0	47	15201895.25	-2873440.241	0.681639763	0.24796748	Australian	0.270454437	47	47	0	0
6	531	-21.581	165.747	0	rhynochetos_jubatus	NA	NA	NA	NA	NA	rhynochetidae	eurypygiformes	rhynochetos	NA	NA	NA	NA	NA	NA	1	0	83	0	83	15140981.57	-2804141.564	0.168338157	0.31097561	Oceania	0.267021507	83	83	0	0
8	532	56.2	-3.983	1	riparia_riparia	50.0  	0.0  	50.0  	50.0  	0  	hirundinidae	passeriformes	riparia	3.65299E+13	4	3.1	0	1	5793.34	0	24	143	16	29	-302583.4315	6663211.655	0.483633759	0.084745763	Palearctic	1.046467543	167	45	0.355555556	0.143712575
8	533	48.3	21.083	1	riparia_riparia	NA	NA	NA	NA	NA	hirundinidae	passeriformes	riparia	NA	NA	NA	NA	NA	NA	0	34	134	15	26	1701262.833	5899722.513	0.163356383	0.185443669	Palearctic	1.100961447	168	41	0.365853659	0.202380952
8	534	48.639	-4.514	1	rissa_tridactyla	NA	NA	NA	NA	NA	laridae	charadriiformes	rissa	1.09934E+12	2	12.9	0	2	1975.42	1	0	119	0	86	-363402.9096	5934279.275	-0.607498832	0.991133005	Palearctic	0.661384523	119	86	0	0
4	535	38.833	-86.794	1	sayornis_phoebe	NA	NA	NA	NA	NA	tyrannidae	passeriformes	sayornis	6.24379E+12	5	3.4	1	2	1368.95	1	39	730	16	158	-7412583.195	4878891.229	-0.363988472	0.838773492	Nearctic	0.996144176	769	174	0.091954023	0.050715215
4	536	44.567	-76.324	1	sayornis_phoebe	NA	NA	NA	NA	NA	tyrannidae	passeriformes	sayornis	NA	NA	NA	NA	NA	NA	0	9	67	4	16	-6310031.593	5509583.286	-0.024264097	0.154302671	Nearctic	1.196040392	76	20	0.2	0.118421053
2	537	-35.279	149.109	0	sericornis_frontalis	NA	NA	NA	NA	NA	acanthizidae	passeriformes	sericornis	1.68973E+12	3	7.7	2	2	461.402	0	17	120	12	39	12958650.55	-4471083.978	0.585016574	0.643356643	Australian	0.514187098	137	51	0.235294118	0.124087591
8	538	32.588	-16.545	1	serinus_canaria	0.0  	0	0.0  	0	0  	fringillidae	passeriformes	serinus	10554562905	4	3.8	1	1	104.771	0	0	45	0	15	-1455117.784	4154684.414	-0.116119725	0.377622378	Palearctic	0.471643537	45	15	0	0
8	539	40.181	-8.557	1	serinus_serinus	0	0	0.0  	47.5  	0  	fringillidae	passeriformes	serinus	4.82056E+12	4	3.8	1	1	996.875	0	0	61	0	21	-725603.2435	5030331.38	-0.147904702	0.166	Palearctic	0.559486985	61	21	0	0
4	540	43.945	-71.701	1	dendroica_caerulescens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	551	916	217	214	-5950372.049	5442935.738	0.294230203	0.681451613	Nearctic	1.111970425	1467	431	0.503480278	0.375596455
4	541	35.033	-83.467	1	dendroica_caerulescens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	149	244	64	35	-7262122.528	4442421.841	-0.839398276	0.316532258	Nearctic	0.835933685	393	99	0.646464646	0.37913486
4	542	44.295	-72.614	1	dendroica_caerulescens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	69	139	36	32	-6013333.651	5480494.008	0.336785459	0.924395161	Nearctic	1.155868292	208	68	0.529411765	0.331730769
4	543	37.614	-118.83	1	dendroica_petechia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	46	104	28	29	-10211787.3	4740374.652	0.351393975	0.269	Nearctic	0.7668612	150	57	0.49122807	0.306666667
4	544	58.667	-94.417	1	dendroica_petechia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	7	46	3	9	-7019279.281	6882113.948	0.901666789	0.048	Nearctic	1.634149909	53	12	0.25	0.132075472
4	545	44.567	-76.324	1	dendroica_petechia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	160	324	70	60	-6310031.593	5509583.286	0.549025218	0.158	Nearctic	1.196040392	484	130	0.538461538	0.330578512
4	546	44.567	-76.317	1	setophaga_ruticilla	0.0  	0.0  	0.0  	53.6  	0  	parulidae	passeriformes	setophaga	6.67184E+12	4	4.4	1	1	3297.08	1	73	240	40	60	-6309452.873	5509583.286	-0.064252676	0.193969849	Nearctic	1.196040392	313	100	0.4	0.233226837
4	547	41.767	-79.933	1	setophaga_ruticilla	NA	NA	NA	NA	NA	parulidae	passeriformes	setophaga	NA	NA	NA	NA	NA	NA	1	36	45	18	10	-6718733.862	5206079.998	-0.235415656	0.249246231	Nearctic	1.084836483	81	28	0.642857143	0.444444444
4	548	54.617	-113.333	1	setophaga_ruticilla	NA	NA	NA	NA	NA	parulidae	passeriformes	setophaga	NA	NA	NA	NA	NA	NA	1	NA	NA	23	29	-8723681.635	6517592.095	0.504221534	0.619095477	Nearctic	1.423581719	NA	52	0.442307692	NA
4	549	45.07	-67.037	1	setophaga_ruticilla	NA	NA	NA	NA	NA	parulidae	passeriformes	setophaga	NA	NA	NA	NA	NA	NA	0	43	65	19	13	-5524972.416	5563146.915	-0.034045061	0.006030151	Nearctic	1.060242414	108	32	0.59375	0.398148148
4	550	44.7	-107.267	1	sialia_currucoides	NA	NA	NA	NA	NA	turdidae	passeriformes	sialia	4.37272E+12	6	3.8	1	1	1214.39	1	169	296	66	26	-8860948.264	5523775.393	-0.111070847	0.800401204	Nearctic	1.104819298	465	92	0.717391304	0.36344086
4	551	36.379	-121.567	1	sialia_mexicana	0.0  	0.0  	0.0  	48.8  	0  	turdidae	passeriformes	sialia	1.7854E+12	5	3.8	2	2	885.959	0	39	168	23	28	-10510380.51	4598577.068	0.107618318	0.293	Nearctic	0.59376055	207	51	0.450980392	0.188405797
4	552	46.917	-114.083	1	sialia_mexicana	NA	NA	NA	NA	NA	turdidae	passeriformes	sialia	NA	NA	NA	NA	NA	NA	1	30	200	14	37	-9291621.104	5757206.688	0.697350988	0.093	Nearctic	1.169260263	230	51	0.274509804	0.130434783
4	553	36.379	-121.567	1	sialia_mexicana	NA	NA	NA	NA	NA	turdidae	passeriformes	sialia	NA	NA	NA	NA	NA	NA	1	231	815	115	141	-10510380.51	4598577.068	0.107618318	0.293	Nearctic	0.59376055	1046	256	0.44921875	0.2208413
4	554	35.888	-106.297	1	sialia_mexicana	NA	NA	NA	NA	NA	turdidae	passeriformes	sialia	NA	NA	NA	NA	NA	NA	1	114	210	51	25	-9211693.943	4541805.508	0.078722074	0.874	Nearctic	0.89546299	324	76	0.671052632	0.351851852
4	555	44.567	-76.324	1	sialia_sialis	2.0  	0.0  	0.0  	45.5  	0  	turdidae	passeriformes	sialia	5.46899E+12	5	3.9	1	1	1052.09	0	7	76	7	28	-6310031.593	5509583.286	0.602499163	0.205736894	Nearctic	1.196040392	83	35	0.2	0.084337349
4	556	37.681	-84.258	1	sialia_sialis	NA	NA	NA	NA	NA	turdidae	passeriformes	sialia	NA	NA	NA	NA	NA	NA	1	34	271	21	58	-7238378.827	4748025.696	0.28341849	0.882294758	Nearctic	0.902858078	305	79	0.265822785	0.11147541
5	557	-35.567	-58.017	1	sicalis_flaveola	NA	NA	NA	NA	NA	emberizidae	passeriformes	sicalis	8.13178E+12	5	3.8	1	1	741.529	1	63	135	28	26	-5035343.307	-4504570.554	0.834268157	0.195390782	Neotropical	0.626288295	198	54	0.518518519	0.318181818
8	558	48.523	9.057	1	sitta_europaea	NA	NA	NA	NA	NA	sittidae	passeriformes	sitta	2.15256E+13	8	4	2	2	1344.33	1	18	170	12	20	729723.9993	5922471.468	0.296301276	0.73752495	Palearctic	1.032257199	188	32	0.375	0.095744681
4	559	30.66	-84.22	0	sitta_pusilla	NA	NA	NA	NA	NA	sittidae	passeriformes	sitta	8.93757E+11	5	4	2	2	266.391	1	NA	NA	22	37	-7465655.033	3924301.156	-0.233324558	0.423847695	Nearctic	0.572814822	NA	59	0.372881356	NA
8	560	60.118	25.419	1	somateria_mollissima	NA	NA	NA	NA	NA	anatidae	anseriformes	somateria	3.30765E+12	4	9	0	0	1074.19	1	0	67	0	14	1864578.51	7006073.187	0.159694828	1	Palearctic	1.289877892	67	14	0	0
5	561	-15.365	-75.188	1	spheniscus_humboldti	NA	NA	NA	NA	NA	spheniscidae	sphenisciformes	spheniscus	3255310216	2	10.6	0	2	361.594	0	0	49	0	21	-6966913.533	-2010782.802	-0.348973706	0.270623742	Neotropical	0.600157142	49	21	0	0
5	562	-47.75	-65.883	1	spheniscus_magellanicus	NA	NA	NA	NA	NA	spheniscidae	sphenisciformes	spheniscus	3.39058E+11	2	17.5	0	2	505.435	1	27	61	21	23	-5336227.672	-5843339.207	0.325662654	0.03121853	Neotropical	1.013640761	88	44	0.477272727	0.306818182
11	563	39	117	1	sphyrapicus_nuchalis	NA	NA	NA	NA	NA	picidae	piciformes	sphyrapicus	2.07675E+12	5	3	1	2	837.067	0	NA	NA	0	14	9983627.51	4897752.966	-0.402084826	1	Sino-Japanese	1.237861156	NA	14	0	NA
4	564	39.083	-96.583	1	spiza_americana	NA	NA	NA	NA	NA	cardinalidae	passeriformes	spiza	3.4658E+12	4	2.7	1	1	2936.56	1	84	134	48	44	-8237869.658	4907116.93	-0.036125687	0.952095808	Nearctic	1.06615746	218	92	0.52173913	0.385321101
4	565	41.55	-75.717	1	spizella_pusilla	0.0  	0.0  	0.0  	50.0  	0  	emberizidae	passeriformes	spizella	4.00314E+12	4	3.7	1	1	853.086	0	98	953	36	139	-6372174.613	5182192.87	0.248644007	0.484546361	Nearctic	1.08640039	1051	175	0.205714286	0.093244529
4	566	40.185	-87.703	1	spizella_pusilla	NA	NA	NA	NA	NA	emberizidae	passeriformes	spizella	NA	NA	NA	NA	NA	NA	1	30	278	32	48	-7436742.352	5030777.977	0.120384557	0.561316052	Nearctic	1.417262197	308	80	0.4	0.097402597
7	567	6.201	116.643	0	stachyris_nigriceps	NA	NA	NA	NA	NA	timaliidae	passeriformes	stachyris	1.9268E+12	4	3.7	1	2	477.023	1	2	71	1	28	10939633.34	816459.9646	-0.187869782	0.287128713	Oriental	0.14985323	73	29	0.034482759	0.02739726
8	568	53.509	8.087	1	sterna_hirundo	NA	NA	NA	NA	NA	laridae	charadriiformes	sterna	3.00819E+13	2	11.5	0	2	5323.88	0	1	101	1	33	628036.0707	6413372.575	0.612790833	0	Palearctic	0.916247129	102	34	0.029411765	0.009803922
8	569	45.309	12.215	1	sterna_hirundo	NA	NA	NA	NA	NA	laridae	charadriiformes	sterna	NA	NA	NA	NA	NA	NA	0	0	29	0	10	1005213.646	5588491.961	0.385255091	0.006036217	Palearctic	1.181716442	29	10	0	0
2	570	-38.383	141.6	1	stipiturus_malachurus	NA	NA	NA	NA	NA	maluridae	passeriformes	stipiturus	6.88886E+11	3	9.7	2	2	364.066	1	6	44	4	23	12121330.6	-4827927.559	0.458017726	0.035175879	Australian	0.460040241	50	27	0.148148148	0.12
8	571	46.817	6.933	1	strix_aluco	NA	NA	NA	NA	NA	strigidae	strigiformes	strix	9.5814E+12	3	8	2	2	910.115	1	1	136	1	36	565037.4781	5746807.705	0.086418346	0.48358209	Palearctic	0.974155605	137	37	0.027027027	0.00729927
2	572	-34.567	145.75	0	struthidea_cinerea	NA	NA	NA	NA	NA	corcoracidae	passeriformes	struthidea	2.51145E+12	4	3.2	1	2	412.113	1	0	41	0	15	12708080.52	-4387979.4	0.803420885	0.57328016	Australian	0.493786901	41	15	0	0
1	573	-1.366	36.833	1	struthio_camelus	NA	NA	NA	NA	NA	struthionidae	struthioniformes	struthio	8.64185E+12	9	16.8	0	1	929.474	1	31	30	4	0	3462156.047	-180056.8478	-0.908928957	0.19123506	Afrotropical	0.223171726	61	4	1	0.508196721
8	574	40.5	-4	1	sturnus_unicolor	NA	NA	NA	NA	NA	sturnidae	passeriformes	sturnus	8.27661E+11	4	4.2	0	1	291.63	1	31	296	25	67	-338598.2095	5065894.979	0.575160104	0.982948847	Palearctic	0.655740261	327	92	0.27173913	0.094801223
